time_s,x,y,psi,u,v,r,f1,f2,f3,f4
0.0,0.0,-0.0,-0.0,0.0170457933563325,0.0098918177779459,0.0269846070009275,-0.0,-0.0,0.38521748781204224,-0.38521748781204224
0.100176,-0.0019781975215112913,0.014078607508923901,0.0009582144219458383,0.0152995149787283,0.0307283194570296,0.0218159082938512,-0.0,-0.0,0.6742116808891296,-0.6742116808891296
0.199907,0.0010840663689500448,0.009145411846976722,0.004170044867620126,0.0150216900209693,0.0182477444089633,0.0232810196339746,-0.0,-0.0,0.6742116808891296,-0.6742116808891296
0.300052,0.00221203451482528,0.01470857846075834,0.012581370204661588,0.0161602787338486,0.0256240629767436,0.0366799469926695,0.0,0.0,0.0,0.0
0.399868,0.0054957416012620715,0.010829425953995725,0.022160006296682272,0.0165143245378437,0.0157531657482776,0.0487343102119595,0.0,0.0,0.0,0.0
0.500114,0.0034785987282525935,0.012919273444175153,0.0320538650295656,0.0128321270115451,0.0168692023709903,0.0610227192114012,0.0,0.0,0.0,0.0
0.604005,0.007443357356307436,0.008439316604930684,0.041871338769809155,0.014308452141487,0.0085872696096843,0.068405334716104,0.0,0.0,0.0,0.0
0.700014,0.004696041912348801,0.01605919689458436,0.0466677069461917,0.0094745923915237,0.0186626809820593,0.06364975844878,0.4224371910095215,0.4224371910095215,1.1317323446273804,-1.1317323446273804
0.800959,0.008957697863958685,0.0136415326654049,0.054841592685691734,0.0116638808808976,0.0134407150470166,0.0664042781039675,0.4224371910095215,0.4224371910095215,1.1317323446273804,-1.1317323446273804
0.899973,0.007111688428365119,0.024398230305941376,0.06298482371056356,0.0107482411526609,0.028944243034569,0.0667286265272552,0.0,0.0,0.0,0.0
0.99989,0.010808543861648048,0.024209623078374983,0.0749277857050102,0.0123836177718235,0.0237927868365577,0.0762589415333938,0.0,0.0,0.0,0.0
1.099943,0.010797782914303769,0.02922665543525391,0.08787448666738258,0.012900300341093,0.0295685669118594,0.0886588142626571,0.0,0.0,0.0,0.0
1.20016,0.014944956996525474,0.029073222365290405,0.09913955605056803,0.0150918002229839,0.0247931948718876,0.0934911979528869,0.0,0.0,0.0,0.0
1.300074,0.013383740988977901,0.03283640536370516,0.10704125207314137,0.0127668845220635,0.0272786914508366,0.0909698769985649,0.0,0.0,0.0,0.0
1.400108,0.01830921271603708,0.0326184778570734,0.11789385950515728,0.01600790945239,0.0234983870580921,0.0954486504889459,0.0,0.0,0.0,0.0
1.499917,0.017233505934552612,0.030769493296438136,0.1312204449515595,0.0129572041168973,0.0161717230108876,0.1038575534647181,1.5216817259788513,1.5216817259788513,1.2111446857452393,-1.2111446857452393
1.599917,0.021444465280850797,0.03198455001712214,0.1414568392978856,0.0156714941305657,0.0163418539014359,0.102917536006762,1.5216817259788513,1.5216817259788513,1.2111446857452393,-1.2111446857452393
1.699941,0.015559695101254444,0.03409507242007294,0.15408937578876064,0.0049376025555025,0.0177967617643369,0.1068057411843991,0.0,0.0,0.0,0.0
1.799943,0.02201742665620463,0.03779037195235582,0.1720553628162676,0.0131696609345631,0.0203270700213705,0.121125506917427,0.0,0.0,0.0,0.0
1.899902,0.02262633846374744,0.04133022877977677,0.19152629312845454,0.014957023494413,0.0225190593691903,0.1354920878840735,2.224250078201294,2.224250078201294,0.0,0.0
1.999907,0.029603154741298328,0.0459051526851754,0.209614187097932,0.0230365570167521,0.0246596355428276,0.1440537473416352,2.1525476574897766,2.1525476574897766,0.0,0.0
2.099929,0.028826148383029545,0.04502969876591755,0.22175481876279696,0.019444553764059,0.0198970950613923,0.1397770628904299,2.1525476574897766,2.1525476574897766,0.0,0.0
2.199937,0.037961810469684575,0.05060861632438155,0.23790535308876726,0.0303054715577772,0.0230822027876365,0.1440863626463685,0.0,0.0,0.0,0.0
2.299907,0.040333512333627926,0.04477032065376477,0.2549764807472001,0.0285682066502894,0.0087102805999988,0.1508851575288597,0.0,0.0,0.0,0.0
2.400102,0.052566833275410695,0.05059874423291835,0.27059325560312497,0.0436616396683281,0.0127760655510684,0.152473688620503,0.0,0.0,0.0,0.0
2.500028,0.05440634254343303,0.04422917646348404,0.2887006401601173,0.0387548234367469,-0.0020527072350458,0.1592726246737147,0.0,0.0,0.0,0.0
2.600018,0.06599397738194065,0.051073513021345565,0.30368548632604114,0.051982983875553,0.0054872476310121,0.1573689081954046,0.0,0.0,0.0,0.0
