time,.data
2025/09/16/13:49:42.600273,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:42.700284,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:42.800254,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:42.900286,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:43.000269,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:43.100293,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:43.200282,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:43.300277,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:43.400342,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:43.500267,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:43.600297,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:43.700283,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:43.800329,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:43.900276,"(-6.0, -6.0, 0.0, 0.0)"
2025/09/16/13:49:44.000357,"(-6.0, -6.0, 0.0, 0.0)"
2025/09/16/13:49:44.100358,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:44.200338,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:44.300337,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:44.400325,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:44.500575,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:44.600310,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:44.700326,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:44.800310,"(-6.0, -6.0, 0.0, 0.0)"
2025/09/16/13:49:44.900386,"(-6.0, -6.0, 0.0, 0.0)"
2025/09/16/13:49:45.003681,"(-6.0, -6.0, 0.0, 0.0)"
2025/09/16/13:49:45.100501,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:45.200285,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:45.300360,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:45.400443,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:45.500293,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:45.600331,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:45.700318,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:45.800346,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:45.900340,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:46.000285,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:46.100304,"(-5.1218379735946655, -5.1218379735946655, 0.0, 0.0)"
2025/09/16/13:49:46.200277,"(-5.1218379735946655, -5.1218379735946655, 0.0, 0.0)"
2025/09/16/13:49:46.300308,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:46.400336,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:46.500294,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:46.600379,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:46.700300,"(-4.965904355049133, -4.965904355049133, 0.17706839740276337, 0.17706839740276337)"
2025/09/16/13:49:46.800316,"(-4.965904355049133, -4.965904355049133, 0.17706839740276337, 0.17706839740276337)"
2025/09/16/13:49:46.904620,"(-4.965904355049133, -4.965904355049133, 0.17706839740276337, 0.17706839740276337)"
2025/09/16/13:49:47.000306,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:47.100488,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:47.200342,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:47.300231,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:47.400288,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:47.500317,"(-3.8036309480667114, -3.8036309480667114, 0.0, 0.0)"
2025/09/16/13:49:47.600413,"(-4.577516198158264, -4.577516198158264, 0.0, 0.0)"
2025/09/16/13:49:47.700293,"(-6.0, -6.0, 0.0, 0.0)"
2025/09/16/13:49:47.800462,"(-6.0, -6.0, 0.0, 0.0)"
2025/09/16/13:49:47.915436,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:48.000289,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:48.100311,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:48.200266,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:48.300306,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:48.403499,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:48.510465,"(0.0, 0.0, 0.0, 0.0)"
