time,.data
2025/09/16/14:07:40.700320,"(1.1265473663806915, 1.1265473663806915, 0.0, 0.0)"
2025/09/16/14:07:40.800315,"(3.735398054122925, 3.735398054122925, 0.0, 0.0)"
2025/09/16/14:07:40.900266,"(3.735398054122925, 3.735398054122925, 0.0, 0.0)"
2025/09/16/14:07:41.000981,"(3.735398054122925, 3.735398054122925, 0.0, 0.0)"
2025/09/16/14:07:41.100306,"(2.546910881996155, 2.546910881996155, 0.0, 0.0)"
2025/09/16/14:07:41.200269,"(-0.0, -0.0, 0.0, 0.0)"
2025/09/16/14:07:41.300306,"(-0.0, -0.0, 0.0, 0.0)"
2025/09/16/14:07:41.400265,"(0.05775707960128784, 0.05775707960128784, 0.0, 0.0)"
2025/09/16/14:07:41.500323,"(1.7132737040519714, 1.7132737040519714, 0.0, 0.0)"
2025/09/16/14:07:41.600302,"(2.9807878732681274, 2.9807878732681274, 0.0, 0.0)"
2025/09/16/14:07:41.700461,"(3.040925145149231, 3.040925145149231, 0.0, 0.0)"
2025/09/16/14:07:41.800309,"(3.1280475854873657, 3.1280475854873657, 0.0, 0.0)"
2025/09/16/14:07:41.900552,"(3.115518808364868, 3.115518808364868, 0.0, 0.0)"
2025/09/16/14:07:42.000399,"(3.058465361595154, 3.058465361595154, 0.0, 0.0)"
2025/09/16/14:07:42.100293,"(2.9998698234558105, 2.9998698234558105, 0.0, 0.0)"
2025/09/16/14:07:42.200487,"(2.9998698234558105, 2.9998698234558105, 0.0, 0.0)"
2025/09/16/14:07:42.300397,"(3.022807002067566, 3.022807002067566, 0.0, 0.0)"
2025/09/16/14:07:42.400400,"(3.036299228668213, 3.036299228668213, 0.4218396842479706, -0.4218396842479706)"
2025/09/16/14:07:42.503075,"(3.036299228668213, 3.036299228668213, 0.0, 0.0)"
2025/09/16/14:07:42.600293,"(3.036299228668213, 3.036299228668213, 0.0, 0.0)"
2025/09/16/14:07:42.700269,"(3.036299228668213, 3.036299228668213, 0.0, 0.0)"
2025/09/16/14:07:42.800530,"(3.036299228668213, 3.036299228668213, 0.0, 0.0)"
2025/09/16/14:07:42.901385,"(3.063091278076172, 3.063091278076172, 0.0, 0.0)"
2025/09/16/14:07:43.001420,"(3.0760055780410767, 3.0760055780410767, 0.0, 0.0)"
2025/09/16/14:07:43.101614,"(3.0760055780410767, 3.0760055780410767, 0.0, 0.0)"
2025/09/16/14:07:43.200325,"(3.0760055780410767, 3.0760055780410767, 0.0, 0.0)"
2025/09/16/14:07:43.300315,"(3.104532480239868, 3.104532480239868, 0.0, 0.0)"
2025/09/16/14:07:43.400392,"(3.139227032661438, 3.139227032661438, 0.0, 0.0)"
2025/09/16/14:07:43.500414,"(3.174885392189026, 3.174885392189026, 0.6005175113677979, -0.6005175113677979)"
2025/09/16/14:07:43.600291,"(3.185679316520691, 3.185679316520691, 1.17857027053833, -1.17857027053833)"
2025/09/16/14:07:43.700348,"(3.185679316520691, 3.185679316520691, 1.1929621696472168, -1.1929621696472168)"
2025/09/16/14:07:43.800435,"(3.185679316520691, 3.185679316520691, 1.3808276653289795, -1.3808276653289795)"
2025/09/16/14:07:43.900582,"(3.3953897953033447, 3.3953897953033447, 0.9142478108406067, -0.9142478108406067)"
2025/09/16/14:07:44.000281,"(3.3953897953033447, 3.3953897953033447, 0.7251615524291992, -0.7251615524291992)"
2025/09/16/14:07:44.101041,"(3.3953897953033447, 3.3953897953033447, 1.7683805227279663, -1.7683805227279663)"
2025/09/16/14:07:44.200320,"(3.3953897953033447, 3.3953897953033447, 1.7792387008666992, -1.7792387008666992)"
2025/09/16/14:07:44.300927,"(3.3953897953033447, 3.3953897953033447, 1.894566535949707, -1.894566535949707)"
2025/09/16/14:07:44.400303,"(3.2394561767578125, 3.2394561767578125, 2.0, -2.0)"
2025/09/16/14:07:44.500594,"(3.1569600105285645, 3.1569600105285645, 1.6562010049819946, -1.6562010049819946)"
2025/09/16/14:07:44.600276,"(3.1569600105285645, 3.1569600105285645, 1.6562010049819946, -1.6562010049819946)"
2025/09/16/14:07:44.700256,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:44.800394,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:44.900328,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:45.000382,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:45.100364,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:45.200370,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:45.300314,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:45.400600,"(1.7414150834083557, 1.7414150834083557, 1.787976622581482, -1.787976622581482)"
2025/09/16/14:07:45.500272,"(1.7414150834083557, 1.7414150834083557, 1.787976622581482, -1.787976622581482)"
2025/09/16/14:07:45.600300,"(4.139784336090088, 4.139784336090088, 0.0, 0.0)"
2025/09/16/14:07:45.700295,"(4.880324006080627, 4.880324006080627, 0.0, 0.0)"
2025/09/16/14:07:45.800265,"(4.880324006080627, 4.880324006080627, 0.0, 0.0)"
2025/09/16/14:07:45.900315,"(4.880324006080627, 4.880324006080627, 0.0, 0.0)"
2025/09/16/14:07:46.000409,"(2.5353460907936096, 2.5353460907936096, 0.0, 0.0)"
2025/09/16/14:07:46.100463,"(1.5330539345741272, 1.5330539345741272, 0.0, 0.0)"
2025/09/16/14:07:46.200395,"(-0.0, -0.0, 0.0, 0.0)"
2025/09/16/14:07:46.300335,"(-0.0, -0.0, 0.0, 0.0)"
2025/09/16/14:07:46.400290,"(4.48943030834198, 4.48943030834198, 0.0, 0.0)"
2025/09/16/14:07:46.500258,"(4.48943030834198, 4.48943030834198, 0.0, 0.0)"
2025/09/16/14:07:46.600265,"(4.455891966819763, 4.455891966819763, 0.6335417628288269, -0.6335417628288269)"
2025/09/16/14:07:46.700292,"(4.455891966819763, 4.455891966819763, 0.3914496898651123, -0.3914496898651123)"
2025/09/16/14:07:46.802844,"(4.281647443771362, 4.281647443771362, 0.0, 0.0)"
2025/09/16/14:07:46.900314,"(3.450323224067688, 3.450323224067688, 0.0, 0.0)"
2025/09/16/14:07:47.000311,"(3.104146957397461, 3.104146957397461, 0.05332386866211891, 0.05332386866211891)"
2025/09/16/14:07:47.100358,"(3.104146957397461, 3.104146957397461, 0.05332386866211891, 0.05332386866211891)"
2025/09/16/14:07:47.200330,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:47.300404,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:47.400444,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:47.500322,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:47.600291,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:47.700323,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:47.800429,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:47.900252,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/14:07:48.000492,"(3.075427293777466, 3.075427293777466, -1.882105391472578, 2.117894608527422)"
2025/09/16/14:07:48.100507,"(3.075427293777466, 3.075427293777466, -1.882105391472578, 2.117894608527422)"
2025/09/16/14:07:48.200372,"(3.075427293777466, 3.075427293777466, -1.882105391472578, 2.117894608527422)"
2025/09/16/14:07:48.300325,"(3.075427293777466, 3.075427293777466, -1.9096684250980616, 2.0903315749019384)"
2025/09/16/14:07:48.400238,"(3.075427293777466, 3.075427293777466, -1.2491194009780884, 1.4020267724990845)"
2025/09/16/14:07:48.500329,"(3.075427293777466, 3.075427293777466, 0.06238304637372494, 0.06238304637372494)"
2025/09/16/14:07:48.600366,"(3.1095439195632935, 3.1095439195632935, 0.0, 0.0)"
2025/09/16/14:07:48.700294,"(3.1095439195632935, 3.1095439195632935, -0.3390863537788391, 0.3390863537788391)"
2025/09/16/14:07:48.800348,"(3.1095439195632935, 3.1095439195632935, -1.518642783164978, 1.518642783164978)"
2025/09/16/14:07:48.900328,"(3.1095439195632935, 3.1095439195632935, -0.9463725686073303, 0.9463725686073303)"
2025/09/16/14:07:49.000558,"(3.1095439195632935, 3.1095439195632935, -1.873428463935852, 1.873428463935852)"
2025/09/16/14:07:49.100273,"(3.1224578619003296, 3.1224578619003296, -2.0, 2.0)"
2025/09/16/14:07:49.200283,"(2.0793031454086304, 2.0793031454086304, 0.0, 0.0)"
2025/09/16/14:07:49.300297,"(-0.0, -0.0, 0.0, 0.0)"
2025/09/16/14:07:49.400272,"(-0.0, -0.0, -0.6609762907028198, 0.6609762907028198)"
2025/09/16/14:07:49.500335,"(2.2647271156311035, 2.2647271156311035, -2.0, 2.0)"
2025/09/16/14:07:49.600272,"(3.1924256086349487, 3.1924256086349487, -2.0, 2.0)"
2025/09/16/14:07:49.700420,"(3.4537925720214844, 3.4537925720214844, -2.0, 2.0)"
2025/09/16/14:07:49.800384,"(-0.0, -0.0, 0.0, 0.0)"
2025/09/16/14:07:49.900295,"(-0.0, -0.0, 0.0, 0.0)"
2025/09/16/14:07:50.000302,"(-0.0, -0.0, 0.0, 0.0)"
2025/09/16/14:07:50.100735,"(3.113977074623108, 3.113977074623108, -0.6198566555976868, 0.6198566555976868)"
2025/09/16/14:07:50.200304,"(3.5542144775390625, 3.5542144775390625, -2.0, 2.0)"
2025/09/16/14:07:50.300318,"(5.712419271469116, 5.712419271469116, -2.0, 2.0)"
2025/09/16/14:07:50.400425,"(5.858137249946594, 5.858137249946594, 0.0, 0.0)"
2025/09/16/14:07:50.507676,"(5.147473454475403, 5.147473454475403, 0.0, 0.0)"
2025/09/16/14:07:50.600270,"(-0.0, -0.0, -1.701239824295044, 1.701239824295044)"
2025/09/16/14:07:50.700321,"(-0.0, -0.0, -1.3210755586624146, 1.3210755586624146)"
2025/09/16/14:07:50.800329,"(-0.0, -0.0, 0.0, 0.0)"
2025/09/16/14:07:50.900462,"(-0.0, -0.0, -0.22986219823360443, 0.22986219823360443)"
2025/09/16/14:07:51.000324,"(0.85014608502388, 0.85014608502388, -1.5889959335327148, 1.5889959335327148)"
