time,.data
2025/09/16/13:27:46.100278,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:46.200286,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:46.300315,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:46.400454,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:46.500344,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:46.600318,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:46.700351,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:46.803265,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:46.900523,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:47.000445,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:47.102444,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:47.200331,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:47.300296,"(6.0, 6.0, 1.57119882106781, -1.57119882106781)"
2025/09/16/13:27:47.400336,"(6.0, 6.0, 1.57119882106781, -1.57119882106781)"
2025/09/16/13:27:47.500342,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:47.600339,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:47.700346,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:47.800407,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:47.900358,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:48.000423,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:48.100318,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:48.200336,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:48.300379,"(6.0, 6.0, 0.0, 0.0)"
2025/09/16/13:27:48.400318,"(6.0, 6.0, 0.0, 0.0)"
2025/09/16/13:27:48.500425,"(6.0, 6.0, 0.0, 0.0)"
2025/09/16/13:27:48.601060,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:48.700298,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:48.800276,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:48.900287,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:49.000458,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:49.100301,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:49.200461,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:49.300307,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:49.400663,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:49.502881,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:49.600422,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:49.700351,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:49.800431,"(4.863747596740723, 4.863747596740723, -0.5735359787940979, 3.426464021205902)"
2025/09/16/13:27:49.900404,"(4.863747596740723, 4.863747596740723, -0.3829076290130615, 3.6170923709869385)"
2025/09/16/13:27:50.000387,"(4.863747596740723, 4.863747596740723, -0.3829076290130615, 3.6170923709869385)"
2025/09/16/13:27:50.100352,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:50.200344,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:50.300458,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:50.400288,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:50.500312,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:50.600291,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:50.706585,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:50.800307,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:50.900609,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:51.000388,"(5.796072006225586, 5.796072006225586, 6.268925905227661, 2.268925905227661)"
2025/09/16/13:27:51.100316,"(5.960293650627136, 5.960293650627136, 5.921785831451416, 1.921785831451416)"
2025/09/16/13:27:51.200313,"(1.2352575659751892, 1.2352575659751892, 2.9124038219451904, -1.0875961780548096)"
2025/09/16/13:27:51.300543,"(-0.0, -0.0, 2.0, -2.0)"
2025/09/16/13:27:51.400311,"(-0.0, -0.0, 2.0, -2.0)"
2025/09/16/13:27:51.500345,"(-0.0, -0.0, 2.0, -2.0)"
2025/09/16/13:27:51.600339,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:51.700270,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:51.800302,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:51.900368,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:52.000291,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:52.100602,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:52.200279,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:52.300254,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:52.400294,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:52.500452,"(5.996145129203796, 5.996145129203796, 1.3484458923339844, -1.3484458923339844)"
2025/09/16/13:27:52.600283,"(5.996145129203796, 5.996145129203796, 1.3484458923339844, -1.3484458923339844)"
2025/09/16/13:27:52.700372,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:52.800355,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:52.900279,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:53.000298,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:53.100293,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:53.200320,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:53.300363,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:53.400262,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:53.500447,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:53.600419,"(5.346968293190002, 5.346968293190002, 0.10374044626951218, -0.10374044626951218)"
2025/09/16/13:27:53.700311,"(4.485767841339111, 4.485767841339111, -0.8555655404925346, -1.1033951118588448)"
2025/09/16/13:27:53.800645,"(4.485767841339111, 4.485767841339111, -0.8555655404925346, -1.1033951118588448)"
2025/09/16/13:27:53.900259,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:54.000269,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:54.100299,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:54.200348,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:54.300321,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:54.400292,"(-0.0, -0.0, -6.119288824498653, -5.880711175501347)"
2025/09/16/13:27:54.500326,"(-0.0, -0.0, -6.119288824498653, -5.880711175501347)"
2025/09/16/13:27:54.600317,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:54.700287,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:54.800419,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:54.900307,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:55.000332,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:55.100323,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:55.200269,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:55.300277,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:55.403705,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:55.500315,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:55.600248,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:55.700593,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:55.800365,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:55.900395,"(5.953740477561951, 5.953740477561951, 0.0, 0.0)"
2025/09/16/13:27:56.000319,"(4.655964732170105, 4.655964732170105, 0.0, 0.0)"
2025/09/16/13:27:56.100358,"(4.655964732170105, 4.655964732170105, 0.0, 0.0)"
2025/09/16/13:27:56.200330,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:56.300285,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:56.400278,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:56.500336,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:56.600423,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:56.700386,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:56.800392,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:56.900289,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:57.000256,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:57.100270,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:57.200339,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:57.300319,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:57.400356,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:57.500295,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:57.601645,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:57.700337,"(1.3225725889205933, 1.3225725889205933, -2.0, 2.0)"
2025/09/16/13:27:57.800297,"(0.46754036843776703, 0.46754036843776703, -2.0, 2.0)"
2025/09/16/13:27:57.900372,"(0.46754036843776703, 0.46754036843776703, -2.0, 2.0)"
2025/09/16/13:27:58.000306,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:58.100255,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:58.200250,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:58.300332,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:58.400287,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:58.500405,"(3.0081582069396973, 3.0081582069396973, -2.0, 2.0)"
2025/09/16/13:27:58.600264,"(4.401536822319031, 4.401536822319031, -2.0, 2.0)"
2025/09/16/13:27:58.700271,"(3.2675975561141968, 3.2675975561141968, -2.0, 2.0)"
2025/09/16/13:27:58.800358,"(1.9243333339691162, 1.9243333339691162, -2.0, 2.0)"
2025/09/16/13:27:58.907279,"(1.934741735458374, 1.934741735458374, -3.505105495452881, 0.49489450454711914)"
2025/09/16/13:27:59.000319,"(1.934741735458374, 1.934741735458374, -3.505105495452881, 0.49489450454711914)"
2025/09/16/13:27:59.100334,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:59.200376,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:27:59.300430,"(-0.0, -0.0, -2.0, 2.0)"
