time,.data
2025/09/16/13:35:29.000386,"(-0.0, -0.0, -2.0646543502807617, -2.0646543502807617)"
2025/09/16/13:35:29.100334,"(-0.0, -0.0, -2.0646543502807617, -2.0646543502807617)"
2025/09/16/13:35:29.200217,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:29.300301,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:29.400345,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:29.500364,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:29.600405,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:29.700281,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:29.800393,"(4.149036169052124, 4.149036169052124, -5.6164305210113525, -5.6164305210113525)"
2025/09/16/13:35:29.900286,"(4.1604083776474, 4.1604083776474, -5.6164305210113525, -5.6164305210113525)"
2025/09/16/13:35:30.000353,"(4.1604083776474, 4.1604083776474, -5.6164305210113525, -5.6164305210113525)"
2025/09/16/13:35:30.100399,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:30.200288,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:30.300354,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:30.400341,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:30.500361,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:30.600245,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:30.700312,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:30.800228,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:30.900306,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:31.000262,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:31.100369,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:31.200335,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:31.300461,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:31.400308,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:31.500382,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:31.600357,"(1.1327153742313385, 1.1327153742313385, 0.0, 0.0)"
2025/09/16/13:35:31.700377,"(5.316128253936768, 5.316128253936768, -2.06928026676178, -2.06928026676178)"
2025/09/16/13:35:31.800370,"(6.0, 6.0, -3.2234580516815186, -3.2234580516815186)"
2025/09/16/13:35:31.900308,"(5.516586899757385, 5.516586899757385, -4.618185997009277, -4.618185997009277)"
2025/09/16/13:35:32.000504,"(5.516586899757385, 5.516586899757385, -4.618185997009277, -4.618185997009277)"
2025/09/16/13:35:32.103037,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:32.200315,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:32.300268,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:32.400290,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:32.500317,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:32.600273,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:32.700322,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:32.800469,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:32.900302,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:33.000315,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:33.100437,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:33.200278,"(2.0557878613471985, 2.0557878613471985, -3.9297109991312027, -4.201441392302513)"
2025/09/16/13:35:33.300365,"(3.140190839767456, 3.140190839767456, -4.0, -8.0)"
2025/09/16/13:35:33.400336,"(2.71460223197937, 2.71460223197937, -4.0, -8.0)"
2025/09/16/13:35:33.502355,"(1.3127424716949463, 1.3127424716949463, -4.0, -8.0)"
2025/09/16/13:35:33.600313,"(1.3127424716949463, 1.3127424716949463, -4.0, -8.0)"
2025/09/16/13:35:33.700416,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:33.800333,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:33.900292,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:34.000371,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:34.104105,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:34.200441,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:34.300305,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:34.400299,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:34.500935,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:34.600311,"(5.45895516872406, 5.45895516872406, 3.047478675842285, 3.047478675842285)"
2025/09/16/13:35:34.700424,"(5.45895516872406, 5.45895516872406, 3.047478675842285, 3.047478675842285)"
2025/09/16/13:35:34.800345,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:34.900376,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:35.000438,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:35.100305,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:35.200263,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:35.300380,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:35.400260,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:35.500297,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:35:35.600304,"(0.0, 0.0, 0.0, 0.0)"
