time,.data
2025/09/16/13:23:38.500363,"(-0.0, -0.0, 0.38521748781204224, -0.38521748781204224)"
2025/09/16/13:23:38.600539,"(-0.0, -0.0, 0.6742116808891296, -0.6742116808891296)"
2025/09/16/13:23:38.700270,"(-0.0, -0.0, 0.6742116808891296, -0.6742116808891296)"
2025/09/16/13:23:38.800415,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:38.900231,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:39.000477,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:39.104368,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:39.200377,"(0.4224371910095215, 0.4224371910095215, 1.1317323446273804, -1.1317323446273804)"
2025/09/16/13:23:39.301322,"(0.4224371910095215, 0.4224371910095215, 1.1317323446273804, -1.1317323446273804)"
2025/09/16/13:23:39.400336,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:39.500253,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:39.600306,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:39.700523,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:39.800437,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:39.900471,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:40.000280,"(1.5216817259788513, 1.5216817259788513, 1.2111446857452393, -1.2111446857452393)"
2025/09/16/13:23:40.100280,"(1.5216817259788513, 1.5216817259788513, 1.2111446857452393, -1.2111446857452393)"
2025/09/16/13:23:40.200304,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:40.300306,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:40.400265,"(2.224250078201294, 2.224250078201294, 0.0, 0.0)"
2025/09/16/13:23:40.500270,"(2.1525476574897766, 2.1525476574897766, 0.0, 0.0)"
2025/09/16/13:23:40.600292,"(2.1525476574897766, 2.1525476574897766, 0.0, 0.0)"
2025/09/16/13:23:40.700300,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:40.800270,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:40.900465,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:23:41.000391,"(0.0, 0.0, 0.0, 0.0)"
